Lap_Number,Lap_Time,Lap_Improvement,S1,S1_Improvement,S2,S2_Improvement,S3,S3_Improvement,Kph,Elapsed,Driver_Name,Pit_Time,Team,Power,Location,Event,Air_Temp,Track_Temp,Humidity,Pressure,Wind_Speed,Wind_Direction,Rain
17,118,0,23.203,0,20.446,0,29.537,0,122.7,1774.4,J,32.312,BMWE,235,Location 1,Free Practice 3,22.6667,34.2,30,937.014,2.12187,296,-1
18,91,0,25.692,0,21.78,0,35.251,0,108.6,1857.1,J,32.312,BMWE,250,Location 1,Free Practice 3,22.7222,34.2,30,937.115,2.12187,296,-1
19,70,0,22.146,0,18.148,0,29.388,0,128.9,1926.8,J,32.312,BMWE,250,Location 1,Free Practice 3,22.7778,34.3,30,937.082,6.3656,49,-1
20,177,0,25,0,21.752,0,43.419,0,99.6,2017,J,32.312,BMWE,250,Location 1,Free Practice 3,22.7778,34.4,30,937.115,4.24374,21,-1
21,130,0,198.9,0,19.301,0,31.044,0,36,2266.2,J,32.312,BMWE,250,Location 1,Free Practice 3,22.8889,34.4,30,937.014,2.12187,58,-1
22,111,0,23.296,0,18.965,0,29.624,0,124.9,2338.1,J,32.312,BMWE,250,Location 1,Free Practice 3,22.8889,34.4,30,937.048,5.30467,346,-1
23,94,2,21.659,2,17.747,2,28.621,2,132,2406.1,J,32.312,BMWE,250,Location 1,Free Practice 3,23,34.4,30,937.082,4.24374,312,-1
24,121,0,24.702,0,21.448,0,45.167,0,98.4,2497.4,J,32.312,BMWE,250,Location 1,Free Practice 3,23,34.4,30,937.048,5.30467,26,-1
25,69,0,192.1,0,22.577,0,32.618,0,36.3,2744.7,J,32.312,BMWE,250,Location 1,Free Practice 3,22.49866905,34.25952381,30.5952381,937.1912381,3.08176,234.5714286,-1
1,110,0,224.3,0,20.287,0,32.309,0,32.4,276.9,MNT,97.04,BMWl,250,Location 1,Free Practice 3,21.9444,33.5,32,937.352,4.24374,309,-1
2,80,0,23.673,0,18.998,0,33.173,0,118.4,352.7,MNT,97.04,BMWl,250,Location 1,Free Practice 3,22,33.7,32,937.386,4.24374,294,-1
3,134,0,22.58,0,18.281,0,29.683,0,127.3,423.2,MNT,97.04,BMWl,250,Location 1,Free Practice 3,22.1111,34.1,32,937.386,1.06093,288,-1
4,108,0,23.054,0,19.186,0,40.055,0,109.1,505.5,MNT,97.04,BMWl,250,Location 1,Free Practice 3,22.1667,34.2,32,937.42,3.1828,331,-1
5,121,0,717.8,0,20.307,0,37.493,0,11.6,1281.1,MNT,97.04,BMWl,235,Location 1,Free Practice 3,22.4444,34.9,30,937.082,2.12187,5,-1
6,85,0,22.207,0,18.475,0,29.03,0,128.8,1350.8,MNT,97.04,BMWl,250,Location 1,Free Practice 3,22.4444,34.6,30,937.149,5.30467,314,-1
7,102,0,24.298,0,19.692,0,36.5,0,111.6,1431.3,MNT,97.04,BMWl,235,Location 1,Free Practice 3,22.4444,34.1,30,937.115,2.12187,283,-1
8,85,0,22.247,0,18.168,0,29.436,0,128.6,1501.1,MNT,97.04,BMWl,250,Location 1,Free Practice 3,22.5,34.2,30,937.115,3.1828,355,-1
9,71,0,22.617,0,20.889,0,37.5,0,110.9,1582.2,MNT,97.04,BMWl,250,Location 1,Free Practice 3,22.5556,34.3,30,937.082,3.1828,290,-1
10,108,0,22.18,0,18.121,0,30.273,0,127.3,1652.7,MNT,97.04,BMWl,250,Location 1,Free Practice 3,22.6111,34.3,30,937.014,1.06093,304,-1
11,100,0,24.084,0,19.582,0,41.844,0,105,1738.2,MNT,97.04,BMWl,250,Location 1,Free Practice 3,22.6111,34.3,31,937.082,1.06093,302,-1
12,122,0,561.7,0,20.89,0,32.087,0,14.6,2352.9,MNT,97.04,BMWl,250,Location 1,Free Practice 3,22.9444,34.4,30,937.014,2.12187,291,-1
13,115,2,22.067,2,17.747,2,28.504,2,131.5,2421.3,MNT,97.04,BMWl,250,Location 1,Free Practice 3,23,34.4,30,937.082,4.24374,312,-1
14,91,0,23.397,0,20.749,0,32.395,0,117.3,2497.8,MNT,97.04,BMWl,250,Location 1,Free Practice 3,23,34.4,30,937.048,5.30467,26,-1
15,97,0,22.566,0,19.735,0,30.205,0,123.9,2570.3,MNT,97.04,BMWl,250,Location 1,Free Practice 3,22.9444,33.9,29,937.014,2.12187,51,-1
1,112,0,92.8,0,20.169,0,31.559,0,62.1,144.6,AS,40.30833333,MAHINDRAd,250,Location 1,Free Practice 3,22,33,32,937.42,8.48747,270,-1
2,178,0,22.948,0,19.396,0,39.029,0,110.4,225.9,AS,40.30833333,MAHINDRAd,250,Location 1,Free Practice 3,21.9444,33.2,32,937.454,4.24374,298,-1
3,107,0,22.444,0,18.218,0,29.447,0,128.1,296,AS,40.30833333,MAHINDRAd,250,Location 1,Free Practice 3,21.9444,33.5,32,937.352,4.24374,309,-1
4,98,0,22.393,0,18.221,0,32.126,0,123.5,368.8,AS,40.30833333,MAHINDRAd,250,Location 1,Free Practice 3,22.0556,33.9,32,937.42,2.12187,295,-1
5,74,0,22.807,0,18.688,0,30.602,0,124.6,440.9,AS,40.30833333,MAHINDRAd,250,Location 1,Free Practice 3,22.1111,34.1,32,937.386,1.06093,288,-1
6,102,0,22.769,0,18.815,0,30.46,0,124.7,512.9,AS,40.30833333,MAHINDRAd,250,Location 1,Free Practice 3,22.1667,34.2,32,937.42,3.1828,331,-1
7,86,0,22.527,0,18.664,0,30.306,0,125.6,584.4,AS,40.30833333,MAHINDRAd,250,Location 1,Free Practice 3,22.2222,34.4,31,937.454,2.12187,329,-1
8,90,0,22.557,0,18.925,0,30.642,0,124.5,656.6,AS,40.30833333,MAHINDRAd,250,Location 1,Free Practice 3,22.2778,34.5,31,937.42,3.1828,297,-1
9,119,0,23.649,0,18.94,0,48.273,0,98.9,747.4,AS,40.30833333,MAHINDRAd,250,Location 1,Free Practice 3,22.3333,34.7,31,937.352,3.1828,22,-1
10,82,0,478.9,0,18.823,0,30.459,0,17,1275.6,AS,40.30833333,MAHINDRAd,250,Location 1,Free Practice 3,22.4444,34.9,30,937.082,2.12187,5,-1
11,154,0,22.212,0,18.183,0,29.398,0,128.7,1345.4,AS,40.30833333,MAHINDRAd,250,Location 1,Free Practice 3,22.4444,34.6,30,937.149,5.30467,314,-1
12,107,0,25.081,0,21.758,0,30.588,0,116,1422.8,AS,40.30833333,MAHINDRAd,250,Location 1,Free Practice 3,22.4444,34.1,30,937.115,2.12187,283,-1
13,104,0,21.977,0,18.049,0,29.323,0,129.5,1492.2,AS,40.30833333,MAHINDRAd,250,Location 1,Free Practice 3,22.5,34.1,30,937.082,2.12187,275,-1
14,93,0,22.075,0,17.971,2,29.255,0,129.6,1561.5,AS,40.30833333,MAHINDRAd,250,Location 1,Free Practice 3,22.5556,34.3,30,937.082,3.1828,290,-1
15,71,0,25.795,0,21.15,0,36.021,0,108.3,1644.5,AS,40.30833333,MAHINDRAd,250,Location 1,Free Practice 3,22.6111,34.3,30,937.014,1.06093,304,-1
16,122,0,21.972,2,18.034,0,29.433,0,129.4,1713.9,AS,40.30833333,MAHINDRAd,250,Location 1,Free Practice 3,22.6111,34.3,31,937.082,1.06093,302,-1
17,74,0,22.262,0,19.148,0,32.708,0,121.2,1788,AS,40.30833333,MAHINDRAd,250,Location 1,Free Practice 3,22.6667,34.2,30,937.014,2.12187,296,-1
18,93,0,29.642,0,24.201,0,38.041,0,97.8,1879.9,AS,40.30833333,MAHINDRAd,250,Location 1,Free Practice 3,22.49866905,34.25952381,30.5952381,937.1912381,3.08176,234.5714286,-1
19,72,0,23.412,0,19.779,0,42.005,0,105.4,1965.1,AS,40.30833333,MAHINDRAd,250,Location 1,Free Practice 3,22.7778,34.3,30,937.082,6.3656,49,-1
20,73,0,381.8,0,19.137,0,30.142,0,20.8,2396.2,AS,40.30833333,MAHINDRAd,250,Location 1,Free Practice 3,22.9444,34.4,30,937.014,2.12187,291,-1
21,70,0,22.61,0,18.515,0,33.933,0,119.7,2471.2,AS,40.30833333,MAHINDRAd,235,Location 1,Free Practice 3,23,34.4,30,937.048,5.30467,26,-1
22,83,2,22.068,0,18.082,0,28.693,2,130.5,2540.1,AS,40.30833333,MAHINDRAd,250,Location 1,Free Practice 3,22.9444,33.9,29,937.014,2.12187,51,-1
23,75,0,22.327,0,20.621,0,44.586,0,102.6,2627.6,AS,40.30833333,MAHINDRAd,235,Location 1,Free Practice 3,22.8889,33.6,29,937.082,2.12187,292,-1
24,196,0,68.5,0,26.012,0,45.381,0,64.2,2767.5,AS,40.30833333,MAHINDRAd,250,Location 1,Free Practice 3,22.49866905,34.25952381,30.5952381,937.1912381,3.08176,234.5714286,-1
1,115,0,69.5,0,20.441,0,31.164,0,74.2,121.1,RR,49.38181818,AR,250,Location 1,Free Practice 3,22,33,32,937.42,8.48747,270,-1
2,69,0,23.253,0,18.714,0,30.166,0,124.5,193.2,RR,49.38181818,AR,250,Location 1,Free Practice 3,21.9444,33.2,32,937.454,4.24374,298,-1
3,87,0,22.805,0,18.359,0,29.874,0,126.4,264.2,RR,49.38181818,AR,250,Location 1,Free Practice 3,21.9444,33.5,32,937.352,4.24374,309,-1
4,74,0,22.495,0,18.305,0,29.938,0,127,335,RR,49.38181818,AR,250,Location 1,Free Practice 3,22,33.7,32,937.386,4.24374,294,-1
5,73,0,23.641,0,18.964,0,39.813,0,109,417.4,RR,49.38181818,AR,250,Location 1,Free Practice 3,22.0556,33.9,32,937.42,2.12187,295,-1
6,74,0,69.2,0,20.213,0,30.377,0,75,537.2,RR,49.38181818,AR,250,Location 1,Free Practice 3,22.1667,34.2,32,937.42,3.1828,331,-1
7,92,0,22.563,0,18.607,0,30.335,0,125.6,608.7,RR,49.38181818,AR,250,Location 1,Free Practice 3,22.2778,34.5,31,937.42,3.1828,297,-1
8,71,0,22.415,0,18.552,0,29.991,0,126.6,679.7,RR,49.38181818,AR,250,Location 1,Free Practice 3,22.2778,34.5,31,937.386,3.1828,277,-1
9,101,0,22.551,0,32.059,0,77.2,0,68.1,811.5,RR,49.38181818,AR,250,Location 1,Free Practice 3,22.3333,34.7,31,937.319,2.12187,18,-1
10,93,0,407.5,0,19.183,0,30.234,0,19.7,1268.4,RR,49.38181818,AR,250,Location 1,Free Practice 3,22.4444,34.9,30,937.082,2.12187,5,-1
11,100,0,22.406,0,18.75,0,33.843,0,119.8,1343.4,RR,49.38181818,AR,235,Location 1,Free Practice 3,22.4444,34.6,30,937.149,5.30467,314,-1
12,102,0,21.792,2,17.979,0,28.779,0,131,1412,RR,49.38181818,AR,250,Location 1,Free Practice 3,22.4444,34.1,30,937.115,2.12187,283,-1
13,87,0,23.206,0,19.198,0,30.116,0,123.9,1484.5,RR,49.38181818,AR,250,Location 1,Free Practice 3,22.5,34.1,30,937.082,2.12187,275,-1
14,128,0,22.53,0,18.483,0,30.462,0,125.7,1555.9,RR,49.38181818,AR,250,Location 1,Free Practice 3,22.5,34.2,30,937.115,3.1828,355,-1
15,83,0,22.526,0,18.618,0,30.116,0,126,1627.2,RR,49.38181818,AR,250,Location 1,Free Practice 3,22.6111,34.3,30,937.014,1.06093,304,-1
16,92,0,22.423,0,18.626,0,30.689,0,125.2,1698.9,RR,49.38181818,AR,250,Location 1,Free Practice 3,22.6111,34.3,31,937.082,1.06093,302,-1
17,97,0,22.864,0,18.51,0,29.919,0,126,1770.2,RR,49.38181818,AR,250,Location 1,Free Practice 3,22.6667,34.2,30,937.014,2.12187,296,-1
18,93,0,22.228,0,18.475,0,29.836,0,127.3,1840.8,RR,49.38181818,AR,250,Location 1,Free Practice 3,22.7222,34.2,30,937.115,2.12187,296,-1
19,73,0,22.552,0,18.716,0,39.206,0,111.6,1921.3,RR,49.38181818,AR,250,Location 1,Free Practice 3,22.7778,34.3,30,937.082,6.3656,49,-1
20,134,0,605.4,0,21.372,0,32.178,0,13.6,2580.2,RR,49.38181818,AR,250,Location 1,Free Practice 3,22.8889,33.6,29,937.082,2.12187,292,-1
21,85,0,23.154,0,18.41,0,31.117,0,123.6,2652.9,RR,49.38181818,AR,250,Location 1,Free Practice 3,22.8333,33.5,30,937.082,2.12187,304,-1
22,95,2,21.898,0,17.799,2,28.493,2,131.7,2721.1,RR,49.38181818,AR,250,Location 1,Free Practice 3,22.49866905,34.25952381,30.5952381,937.1912381,3.08176,234.5714286,-1
1,86,0,163.8,0,22.838,0,32.31,0,41,218.9,ALOTTE,20.14285714,TAG ,250,Location 1,Free Practice 3,21.9444,33.2,32,937.454,4.24374,298,-1
2,70,0,23.49,0,19.304,0,30.562,0,122.4,292.3,ALOTTE,20.14285714,TAG ,250,Location 1,Free Practice 3,21.9444,33.5,32,937.352,4.24374,309,-1
3,107,0,22.828,0,18.824,0,30.318,0,124.8,364.2,ALOTTE,20.14285714,TAG ,250,Location 1,Free Practice 3,22.0556,33.9,32,937.42,2.12187,295,-1
4,72,0,22.686,0,18.805,0,30.059,0,125.5,435.8,ALOTTE,20.14285714,TAG ,250,Location 1,Free Practice 3,22.1111,34.1,32,937.386,1.06093,288,-1
5,86,0,23.441,0,19.591,0,30.462,0,122.2,509.3,ALOTTE,20.14285714,TAG ,250,Location 1,Free Practice 3,22.1667,34.2,32,937.42,3.1828,331,-1
6,109,0,28.549,0,26.678,0,35.232,0,99.3,599.7,ALOTTE,20.14285714,TAG ,250,Location 1,Free Practice 3,22.2222,34.4,31,937.454,2.12187,329,-1
7,100,2,22.317,0,18.046,2,29.438,2,128.7,669.5,ALOTTE,20.14285714,TAG ,250,Location 1,Free Practice 3,22.2778,34.5,31,937.386,3.1828,277,-1
1,93,0,42.19,0,22.829,0,33.494,0,91.2,98.5,N,88.13125,EA,250,Location 1,Free Practice 3,22,32.7,32,937.454,2.12187,286,-1
2,74,0,26.219,0,21.016,0,32.296,0,112.9,178,N,88.13125,EA,250,Location 1,Free Practice 3,22,33,32,937.42,8.48747,270,-1
3,76,0,22.853,0,18.277,0,29.993,0,126.3,249.2,N,88.13125,EA,250,Location 1,Free Practice 3,21.9444,33.5,32,937.352,4.24374,309,-1
4,120,0,27.465,0,22.4,0,41.012,0,98.8,340,N,88.13125,EA,250,Location 1,Free Practice 3,22,33.7,32,937.386,4.24374,294,-1
5,97,0,22.432,0,18.258,0,41.519,0,109.3,422.3,N,88.13125,EA,250,Location 1,Free Practice 3,22.1111,34.1,32,937.386,1.06093,288,-1
6,93,0,737.3,0,23.239,0,33.62,0,11.3,1216.4,N,88.13125,EA,250,Location 1,Free Practice 3,22.4444,35.1,31,937.149,10.6093,301,-1
7,139,0,24.316,0,18.864,0,29.982,0,122.8,1289.6,N,88.13125,EA,250,Location 1,Free Practice 3,22.4444,34.9,30,937.082,2.12187,5,-1
8,158,0,22.608,0,18.247,0,39.901,0,111.2,1370.3,N,88.13125,EA,250,Location 1,Free Practice 3,22.4444,34.6,30,937.149,5.30467,314,-1
9,93,0,260.7,0,25.565,0,41.045,0,27.4,1697.7,N,88.13125,EA,235,Location 1,Free Practice 3,22.6111,34.3,31,937.082,1.06093,302,-1
10,101,0,22.154,0,17.761,0,28.942,0,130.4,1766.5,N,88.13125,EA,250,Location 1,Free Practice 3,22.6667,34.2,30,937.014,2.12187,296,-1
11,69,0,22.692,0,18.849,0,30.582,0,124.5,1838.6,N,88.13125,EA,250,Location 1,Free Practice 3,22.7222,34.2,30,937.115,2.12187,296,-1
12,184,0,22.925,0,18.912,0,30.137,0,124.8,1910.6,N,88.13125,EA,250,Location 1,Free Practice 3,22.49866905,34.25952381,30.5952381,937.1912381,3.08176,234.5714286,-1
13,92,0,22.521,0,18.738,0,39.754,0,110.9,1991.6,N,88.13125,EA,250,Location 1,Free Practice 3,22.7778,34.4,30,937.115,4.24374,21,-1
14,87,0,443.3,0,23.626,0,33.461,0,18,2492,N,88.13125,EA,250,Location 1,Free Practice 3,23,34.4,30,937.048,5.30467,26,-1
15,89,0,24.657,0,22.829,0,36.597,0,106.8,2576.1,N,88.13125,EA,250,Location 1,Free Practice 3,22.9444,33.9,29,937.014,2.12187,51,-1
16,75,2,21.605,2,17.56,2,28.284,3,133.2,2643.5,N,88.13125,EA,250,Location 1,Free Practice 3,22.8333,33.5,30,937.082,2.12187,304,-1
1,84,0,44.859,0,23.152,0,34.231,0,87.9,102.2,RFRI,87.66875,EF,250,Location 1,Free Practice 3,22,32.7,32,937.454,2.12187,286,-1
2,77,0,25.428,0,21.584,0,33.563,0,111.5,182.8,RFRI,87.66875,EF,250,Location 1,Free Practice 3,21.9444,33.2,32,937.454,4.24374,298,-1
3,110,0,22.637,0,18.338,0,29.646,0,127.2,253.4,RFRI,87.66875,EF,250,Location 1,Free Practice 3,21.9444,33.5,32,937.352,4.24374,309,-1
4,83,0,24.116,0,22.046,0,41.636,0,102.3,341.2,RFRI,87.66875,EF,250,Location 1,Free Practice 3,22,33.7,32,937.386,4.24374,294,-1
5,98,0,22.356,0,18.259,0,41.426,0,109.5,423.3,RFRI,87.66875,EF,250,Location 1,Free Practice 3,22.1111,34.1,32,937.386,1.06093,288,-1
6,135,0,740.6,0,20.779,0,35.203,0,11.3,1219.8,RFRI,87.66875,EF,250,Location 1,Free Practice 3,22.4444,35.1,31,937.149,10.6093,301,-1
7,98,0,24.189,0,19.99,0,33.642,0,115.4,1297.6,RFRI,87.66875,EF,235,Location 1,Free Practice 3,22.4444,34.9,30,937.082,2.12187,5,-1
8,77,0,21.952,0,17.824,0,28.89,0,130.8,1366.3,RFRI,87.66875,EF,235,Location 1,Free Practice 3,22.4444,34.6,30,937.149,5.30467,314,-1
9,74,0,23.586,0,19.188,0,39.683,0,108.9,1448.8,RFRI,87.66875,EF,250,Location 1,Free Practice 3,22.5,34.1,30,937.082,2.12187,275,-1
10,109,0,285.9,0,22.626,0,32.027,0,26.4,1789.3,RFRI,87.66875,EF,250,Location 1,Free Practice 3,22.6667,34.2,30,937.014,2.12187,296,-1
11,85,0,22.822,0,20.695,0,30.136,0,122,1862.9,RFRI,87.66875,EF,250,Location 1,Free Practice 3,22.49866905,34.25952381,30.5952381,937.1912381,3.08176,234.5714286,-1
12,90,0,22.656,0,18.462,0,29.865,0,126.5,1933.9,RFRI,87.66875,EF,250,Location 1,Free Practice 3,22.7778,34.3,30,937.082,6.3656,49,-1
13,140,0,22.531,0,18.443,0,40.216,0,110.6,2015.1,RFRI,87.66875,EF,250,Location 1,Free Practice 3,22.7778,34.4,30,937.115,4.24374,21,-1
14,145,0,399.3,0,21.031,0,36.308,0,19.7,2471.8,RFRI,87.66875,EF,250,Location 1,Free Practice 3,23,34.4,30,937.048,5.30467,26,-1
15,100,0,24.265,0,20.936,0,39.192,0,106.4,2556.2,RFRI,87.66875,EF,250,Location 1,Free Practice 3,22.9444,33.9,29,937.014,2.12187,51,-1
16,94,3,21.456,2,17.458,3,28.38,2,133.5,2623.5,RFRI,87.66875,EF,250,Location 1,Free Practice 3,22.8889,33.6,29,937.082,2.12187,292,-1
1,89,0,51.756,0,20.489,0,37.59,0,81.8,109.8,EMORT,46.44545455,ROKo,250,Location 1,Free Practice 3,22,32.7,32,937.454,2.12187,286,-1
2,86,0,23.998,0,19.229,0,35.89,0,113.5,189,EMORT,46.44545455,ROKo,250,Location 1,Free Practice 3,21.9444,33.2,32,937.454,4.24374,298,-1
3,73,0,23.161,0,18.846,0,30.126,0,124.5,261.1,EMORT,46.44545455,ROKo,250,Location 1,Free Practice 3,21.9444,33.5,32,937.352,4.24374,309,-1
4,97,0,22.787,0,19.223,0,34.492,0,117.4,337.6,EMORT,46.44545455,ROKo,250,Location 1,Free Practice 3,22,33.7,32,937.386,4.24374,294,-1
5,78,0,22.913,0,18.7,0,29.908,0,125.6,409.1,EMORT,46.44545455,ROKo,250,Location 1,Free Practice 3,22.0556,33.9,32,937.42,2.12187,295,-1
6,114,0,22.656,0,18.652,0,29.828,0,126.3,480.2,EMORT,46.44545455,ROKo,250,Location 1,Free Practice 3,22.1667,34.2,32,937.42,3.1828,331,-1
7,110,0,22.528,0,18.616,0,29.998,0,126.3,551.4,EMORT,46.44545455,ROKo,250,Location 1,Free Practice 3,22.2222,34.4,31,937.454,2.12187,329,-1
8,93,0,22.643,0,18.818,0,29.929,0,125.8,622.8,EMORT,46.44545455,ROKo,250,Location 1,Free Practice 3,22.2778,34.5,31,937.42,3.1828,297,-1
9,73,0,22.452,0,20.185,0,30.185,0,123.3,695.6,EMORT,46.44545455,ROKo,250,Location 1,Free Practice 3,22.2778,34.5,31,937.386,3.1828,277,-1
10,92,0,25.08,0,46.67,0,77.8,0,60.1,845.2,EMORT,46.44545455,ROKo,250,Location 1,Free Practice 3,22.49866905,34.25952381,30.5952381,937.1912381,3.08176,234.5714286,-1
11,85,0,355.2,0,21.605,0,35.669,0,21.8,1257.6,EMORT,46.44545455,ROKo,250,Location 1,Free Practice 3,22.4444,35.1,31,937.149,10.6093,301,-1
12,83,0,22.275,0,19.04,0,29.741,0,126.4,1328.7,EMORT,46.44545455,ROKo,250,Location 1,Free Practice 3,22.4444,34.6,30,937.149,5.30467,314,-1
13,97,0,24.521,0,19.859,0,34.766,0,113.5,1407.8,EMORT,46.44545455,ROKo,250,Location 1,Free Practice 3,22.4444,34.1,30,937.115,2.12187,283,-1
14,69,0,22.041,0,17.969,0,29.27,0,129.6,1477.1,EMORT,46.44545455,ROKo,250,Location 1,Free Practice 3,22.5,34.1,30,937.082,2.12187,275,-1
15,40,0,24.609,0,20.752,0,41.3,0,103.6,1563.8,EMORT,46.44545455,ROKo,235,Location 1,Free Practice 3,22.5556,34.3,30,937.082,3.1828,290,-1
16,71,0,21.731,0,17.627,2,28.866,0,131.7,1632,EMORT,46.44545455,ROKo,235,Location 1,Free Practice 3,22.6111,34.3,30,937.014,1.06093,304,-1
17,101,0,24.304,0,19.279,0,40.43,0,106.9,1716,EMORT,46.44545455,ROKo,235,Location 1,Free Practice 3,22.6111,34.3,31,937.082,1.06093,302,-1
18,104,0,522.5,0,20.316,0,31.802,0,15.6,2290.6,EMORT,46.44545455,ROKo,250,Location 1,Free Practice 3,22.8889,34.4,30,937.048,5.30467,346,-1
19,73,0,23.999,0,19.621,0,31.493,0,119.6,2365.7,EMORT,46.44545455,ROKo,250,Location 1,Free Practice 3,22.9444,34.4,30,937.014,2.12187,291,-1
20,106,2,21.445,2,17.655,0,28.448,2,133,2433.2,EMORT,46.44545455,ROKo,250,Location 1,Free Practice 3,23,34.4,30,937.082,4.24374,312,-1
21,97,0,22.94,0,18.525,0,40.449,0,109.7,2515.1,EMORT,46.44545455,ROKo,250,Location 1,Free Practice 3,23,34.4,30,937.048,5.30467,26,-1
22,92,0,153.5,0,19.252,0,30.61,0,44.2,2718.5,EMORT,46.44545455,ROKo,250,Location 1,Free Practice 3,22.49866905,34.25952381,30.5952381,937.1912381,3.08176,234.5714286,-1
1,153,0,88.9,0,19.762,0,32.302,0,63.7,141,SVANDOO,31.988,Ml,250,Location 1,Free Practice 3,22,33,32,937.42,8.48747,270,-1
2,152,0,23.521,0,20.477,0,30.353,0,120.8,215.3,SVANDOO,31.988,Ml,250,Location 1,Free Practice 3,21.9444,33.2,32,937.454,4.24374,298,-1
3,92,0,22.844,0,18.849,0,30.568,0,124.3,287.6,SVANDOO,31.988,Ml,250,Location 1,Free Practice 3,21.9444,33.5,32,937.352,4.24374,309,-1
4,69,0,22.621,0,18.592,0,29.877,0,126.3,358.7,SVANDOO,31.988,Ml,250,Location 1,Free Practice 3,22,33.7,32,937.386,4.24374,294,-1
5,74,0,22.64,0,18.618,0,29.795,0,126.4,429.7,SVANDOO,31.988,Ml,250,Location 1,Free Practice 3,22.1111,34.1,32,937.386,1.06093,288,-1
6,72,0,22.525,0,18.711,0,30.309,0,125.5,501.3,SVANDOO,31.988,Ml,250,Location 1,Free Practice 3,22.1667,34.2,32,937.42,3.1828,331,-1
7,95,0,22.503,0,18.655,0,30.467,0,125.4,572.9,SVANDOO,31.988,Ml,250,Location 1,Free Practice 3,22.2222,34.4,31,937.454,2.12187,329,-1
8,70,0,22.522,0,18.502,0,29.865,0,126.7,643.8,SVANDOO,31.988,Ml,250,Location 1,Free Practice 3,22.2778,34.5,31,937.42,3.1828,297,-1
9,92,0,22.322,0,18.521,0,29.792,0,127.2,714.4,SVANDOO,31.988,Ml,250,Location 1,Free Practice 3,22.2778,34.5,31,937.386,3.1828,277,-1
10,94,0,50.535,0,49.467,0,77.4,0,50.6,891.8,SVANDOO,31.988,Ml,250,Location 1,Free Practice 3,22.49866905,34.25952381,30.5952381,937.1912381,3.08176,234.5714286,-1
11,102,0,360.2,0,20.309,0,37.227,0,21.5,1309.6,SVANDOO,31.988,Ml,250,Location 1,Free Practice 3,22.4444,34.9,30,937.082,2.12187,5,-1
12,105,0,22.109,0,18.096,0,29.07,0,129.7,1378.8,SVANDOO,31.988,Ml,250,Location 1,Free Practice 3,22.4444,34.6,30,937.149,5.30467,314,-1
13,76,0,26.996,0,22.018,0,33.86,0,108.4,1461.7,SVANDOO,31.988,Ml,235,Location 1,Free Practice 3,22.5,34.1,30,937.082,2.12187,275,-1
14,97,0,21.63,0,18.285,0,28.587,0,131.1,1530.2,SVANDOO,31.988,Ml,235,Location 1,Free Practice 3,22.5,34.2,30,937.115,3.1828,355,-1
15,101,0,26.826,0,24.318,0,33.844,0,105.7,1615.2,SVANDOO,31.988,Ml,235,Location 1,Free Practice 3,22.5556,34.3,30,937.082,3.1828,290,-1
16,118,0,22.117,0,18.091,0,28.988,0,129.8,1684.4,SVANDOO,31.988,Ml,250,Location 1,Free Practice 3,22.6111,34.3,31,937.082,1.06093,302,-1
17,86,0,26.047,0,22.196,0,42.757,0,98.7,1775.4,SVANDOO,31.988,Ml,250,Location 1,Free Practice 3,22.6667,34.2,30,937.014,2.12187,296,-1
18,121,0,333.3,0,19.991,0,32.833,0,23.3,2161.6,SVANDOO,31.988,Ml,250,Location 1,Free Practice 3,22.8333,34.4,30,937.014,2.12187,41,-1
19,108,0,23.415,0,19.18,0,30.806,0,122.4,2235,SVANDOO,31.988,Ml,250,Location 1,Free Practice 3,22.8889,34.4,30,937.014,2.12187,58,-1
20,84,2,21.553,2,17.598,2,28.411,2,132.9,2302.5,SVANDOO,31.988,Ml,250,Location 1,Free Practice 3,22.8889,34.4,30,937.048,5.30467,346,-1
21,96,0,25.63,0,20.367,0,42.375,0,101.6,2390.9,SVANDOO,31.988,Ml,250,Location 1,Free Practice 3,22.9444,34.4,30,937.014,2.12187,291,-1
22,72,0,73.5,0,20.185,0,35.99,0,69.3,2520.6,SVANDOO,31.988,Ml,250,Location 1,Free Practice 3,22.9444,33.9,29,937.014,2.12187,51,-1
23,72,0,22.192,0,17.944,0,29.294,0,129.4,2590,SVANDOO,31.988,Ml,250,Location 1,Free Practice 3,22.8889,33.6,29,937.082,2.12187,292,-1
24,128,0,25.433,0,24.954,0,34.413,0,105.9,2674.8,SVANDOO,31.988,Ml,250,Location 1,Free Practice 3,22.8333,33.5,30,937.082,2.12187,304,-1
25,87,0,22.044,0,18.33,0,30.256,0,127.2,2745.4,SVANDOO,31.988,Ml,250,Location 1,Free Practice 3,22.49866905,34.25952381,30.5952381,937.1912381,3.08176,234.5714286,-1
1,89,0,77.8,0,22.552,0,33.763,0,67,134.1,NL,52.07619048,DRAGONÃ,250,Location 1,Free Practice 3,22,33,32,937.42,8.48747,270,-1
2,132,0,25.664,0,20.683,0,33.616,0,112.3,214.1,NL,52.07619048,DRAGONÃ,250,Location 1,Free Practice 3,21.9444,33.2,32,937.454,4.24374,298,-1
3,108,0,22.924,0,18.401,0,29.559,0,126.7,285,NL,52.07619048,DRAGONÃ,250,Location 1,Free Practice 3,21.9444,33.5,32,937.352,4.24374,309,-1
